pm10,pm2_5,carbon_monoxide,carbon_dioxide,sulphur_dioxide,nitrogen_dioxide,ozone,count,pm2_5_val,date
93.73334,high,1361.7084,476.5320213,5.491667,22.5,109.375,130,65.362495,12/03/2023
87.55417,high,1798.5834,476.5320213,8.691667,34.4875,94.208336,797,60.920834,13/03/2023
75.620834,high,1780.6666,476.5320213,5.6625,35.212498,105.333336,454,52.558334,14/03/2023
61.774998,high,1872.4166,476.5320213,3.8374999,28.604166,82.458336,570,42.958332,15/03/2023
49.2,moderate,1287.2916,476.5320213,2.2083333,20.820833,79.666664,377,34.141666,16/03/2023
63.729168,high,1676.875,476.5320213,3.1083333,30.370834,92.291664,467,44.3,17/03/2023
55.462498,high,1316,476.5320213,2.7291667,21.216667,71.5,146,38.579166,18/03/2023
52.033337,moderate,1228.2084,476.5320213,2.6333334,21.283335,77.916664,109,36.183334,19/03/2023
42.825,moderate,1354.7916,476.5320213,2.6625001,17.820833,61.625,729,29.5875,20/03/2023
38.554165,moderate,1574.0416,476.5320213,3.425,23.304167,48.666668,507,26.608332,21/03/2023
27.154167,low,1246.0834,476.5320213,3.0125,21.804167,54.916668,506,18.725,22/03/2023
28.370834,low,1115.125,476.5320213,3.1791668,23.454168,63.666668,260,19.470833,23/03/2023
30.416666,low,1387.7084,476.5320213,3.075,23.370834,61.458332,362,20.916666,24/03/2023
43.75833,moderate,1555.9584,476.5320213,3.575,27.824999,72.458336,154,30.204168,25/03/2023
40.454166,moderate,1200.5,476.5320213,2.8708334,25.233332,75.75,138,27.941666,26/03/2023
45.8625,moderate,1512.25,476.5320213,3.6708333,29.033333,82.333336,721,31.7125,27/03/2023
53.354168,moderate,761.8333,476.5320213,3.8416665,10.866666,98.416664,603,37.037502,28/03/2023
86.270836,high,757.2917,476.5320213,4.875,10.525001,82.916664,549,60.0125,29/03/2023
90.65833,high,735.125,476.5320213,4.991667,8.841666,97.458336,363,62.9875,30/03/2023
67.895836,high,600.2083,476.5320213,4.1916666,6.1124997,97.583336,502,46.95,31/03/2023
67.166664,high,648.125,476.5320213,4.2875,5.6583333,116.291664,239,46.475002,01/04/2023
39.829166,moderate,454.41666,476.5320213,3.4375,5.6458335,83.791664,114,27.441666,02/04/2023
35.158333,low,436.41666,476.5320213,3.4583333,5.491667,72.333336,759,24.0625,03/04/2023
40.179165,moderate,470.5,476.5320213,3.7749999,5.233333,88.958336,565,27.520834,04/04/2023
56.337498,high,581.875,476.5320213,3.966667,5.8416667,98.5,584,38.912502,05/04/2023
68.512505,high,709.7917,476.5320213,4.7083335,6.1541667,109.458336,145,47.57083,06/04/2023
75.39167,high,748.7083,476.5320213,4.9333334,6.5375,107.583336,535,52.30417,07/04/2023
62.462498,high,679.5833,476.5320213,4.4791665,5.7708335,106.125,155,43.129166,08/04/2023
50.254166,moderate,624.5417,476.5320213,4.241667,5.5375,102.083336,124,34.579166,09/04/2023
40.983334,moderate,529.7917,476.5320213,3.8083334,4.8125,94.833336,728,28.245834,10/04/2023
53.0125,moderate,638.375,476.5320213,4.6541667,5.7666664,100.166664,508,36.716667,11/04/2023
68.762505,high,712.6667,476.5320213,4.55,4.304167,115.166664,495,47.825,12/04/2023
51.208332,moderate,583.7917,476.5320213,3.7708333,3.4166667,104.166664,122,35.408333,13/04/2023
43.45,moderate,1048.5,476.5320213,4.1208334,20.762499,88.416664,135,30.054167,14/04/2023
61.720837,high,720.0833,476.5320213,5.1458335,6.7125,98.666664,125,42.879166,15/04/2023
53.645832,moderate,592.2083,476.5320213,4.2166667,5.1625,87.916664,98,37.025,16/04/2023
47.016666,moderate,516.5,476.5320213,3.5041666,4.545833,94.666664,133,32.412502,17/04/2023
46.575,moderate,629.375,476.5320213,3.6416667,6.2125,104.833336,508,32.204166,18/04/2023
51.545834,moderate,510.79166,476.5320213,4.0333333,3.9666665,100.208336,559,35.670834,19/04/2023
52.274998,moderate,491.20834,476.5320213,3.1416667,3.8999999,92.875,234,35.991665,20/04/2023
50.958332,moderate,448.16666,476.5320213,3.5833333,4.7374997,85.166664,591,34.866665,21/04/2023
58.254166,high,445.75,476.5320213,3.3791666,4.7208333,82.5,209,39.8875,22/04/2023
46.100002,moderate,455.95834,476.5320213,2.9166667,5.3125,72.791664,118,31.3375,23/04/2023
48.75833,moderate,1042.875,476.5320213,3.2375,23.016668,60.833332,852,33.029167,24/04/2023
43.295834,moderate,1271.6666,476.5320213,2.8166666,23.804167,61.125,544,29.341667,25/04/2023
43.541668,moderate,779.7917,476.5320213,2.2666667,12.5,68.291664,445,29.966667,26/04/2023
46.583332,moderate,915.25,476.5320213,2.2749999,17.020834,64.208336,309,32.295834,27/04/2023
30.35,low,720.7917,476.5320213,2.1666667,14.170834,68.333336,469,20.6,28/04/2023
29.65,low,667.125,476.5320213,2.1541667,13.400001,70.083336,229,20.204166,29/04/2023
39.4875,moderate,486.79166,476.5320213,3.9875,4.204167,93.5,82,27.120834,30/04/2023
38.533333,moderate,552.4167,476.5320213,3.2124999,5.045833,92.208336,636,26.737501,01/05/2023
33.091667,low,520.25,476.5320213,2.5,6.2125,73.125,537,22.862501,02/05/2023
41.149998,moderate,475.33334,476.5320213,3.2375,5.8916664,64.083336,560,28.358332,03/05/2023
34.058334,low,434.45834,476.5320213,2.7625,4.875,62.458332,146,23.433334,04/05/2023
30.558334,low,432.58334,476.5320213,2.5583334,4.9249997,60.166668,145,20.845833,05/05/2023
21.170834,very low,380.5,476.5320213,2.3208334,5.233333,51.291668,176,14.458333,06/05/2023
25.870834,low,390.5,476.5320213,2.7583332,5.4874997,48.625,76,17.791666,07/05/2023
31.820833,low,385.58334,476.5320213,2.1833334,3.8791666,80.25,680,21.945833,08/05/2023
31.758333,low,412.25,476.5320213,2.7291667,4.9625,70.916664,477,21.8125,09/05/2023
24.645834,low,371.875,476.5320213,2.1499999,4.4958334,67.416664,436,16.929167,10/05/2023
24.866667,low,820.9167,476.5320213,1.9083333,18.020834,63.541668,325,17.324999,11/05/2023
20.85,very low,670,476.5320213,1.3666667,11.358334,81.125,471,14.554166,12/05/2023
12.304166,very low,454.41666,476.5320213,1.6958333,11.229167,41.791668,113,8.558333,13/05/2023
16.391666,very low,367.08334,476.5320213,1.0416666,8.183333,52.833332,89,10.962501,14/05/2023
21.891668,low,981.75,476.5320213,1.9916667,19.795834,57.208332,602,15.141666,15/05/2023
29.441666,low,1114.9584,476.5320213,2.5166667,20.237501,66.291664,554,19.7875,16/05/2023
33.791668,low,1314.6666,476.5320213,3.0083332,25.5625,68.666664,84,22.758333,17/05/2023
35.258335,low,1167.1666,476.5320213,2.8708334,23.154167,64.958336,344,23.641668,18/05/2023
35.204166,low,1173.4166,476.5320213,3.1375,22.291666,66.041664,347,23.779167,19/05/2023
27.845833,low,957.2917,476.5320213,2.2708333,20.358334,64.333336,132,18.433332,20/05/2023
32.162502,low,955.2083,476.5320213,2.1583333,19.341667,64.25,84,21.420832,21/05/2023
26.262499,low,534.9583,476.5320213,1.2666667,10.279166,74.625,707,17.616667,22/05/2023
29.970833,low,604.5417,476.5320213,1.5916667,12.133334,69.708336,444,20.466667,23/05/2023
27.591667,low,730.125,476.5320213,1.9666667,16.208334,62.833332,481,18.820833,24/05/2023
31.141665,low,704.1667,476.5320213,2.0958333,15.25,72.583336,285,20.883333,25/05/2023
24.895834,low,614.5,476.5320213,1.4125,13.75,61.75,401,16.675001,26/05/2023
28.779167,low,712.0417,476.5320213,1.6125001,16.116667,63.041668,153,19.449999,27/05/2023
31.395834,low,734.8333,476.5320213,2.4125001,15.804166,79.125,110,21.383333,28/05/2023
47.379166,moderate,1096.1666,476.5320213,4.9375,22.045832,86.291664,584,32.745834,29/05/2023
32.225002,low,920.2917,476.5320213,4.6666665,17.933332,92.75,502,22.304167,30/05/2023
21.454168,very low,587.8333,476.5320213,1.6999999,10.875,73,375,14.8625,31/05/2023
16.329166,very low,606.4167,476.5320213,1.5041666,13.291667,65.875,188,11.391666,01/06/2023
19.579166,very low,833.9167,476.5320213,1.7416667,14.8,61.583332,398,13.625,02/06/2023
22.85,low,1010.125,476.5320213,1.8833333,14.716667,54.208332,171,15.770833,03/06/2023
17.008333,very low,550.9583,476.5320213,1.3458333,12.837501,53,72,11.729167,04/06/2023
20.004168,very low,617.8333,476.5320213,1.5541667,14.116666,54.208332,131,13.854167,05/06/2023
21.737501,low,643.2917,476.5320213,1.6750001,15.329166,62.166668,445,15.0625,06/06/2023
20.583334,very low,680.7917,476.5320213,1.8625001,16.699999,55.916668,327,14.295834,07/06/2023
20.3125,very low,847.125,476.5320213,1.7458334,19.766666,51.25,306,14.208333,08/06/2023
20.829166,very low,869.625,476.5320213,1.7916666,18.220833,59.125,314,14.5125,09/06/2023
29.716667,low,1225.4166,476.5320213,2.1791666,24.041666,62.625,151,20.679167,10/06/2023
22.512499,low,1010.0833,476.5320213,2.3458333,22.387499,57.166668,87,15.695834,11/06/2023
20.566668,very low,775.4167,476.5320213,1.6833334,16.958334,64.916664,672,14.279167,12/06/2023
11.145833,very low,471.54166,476.5320213,0.8458333,12.075,49.416668,438,7.808333,13/06/2023
13.075,very low,631.6667,476.5320213,1.25,15.104167,49.041668,438,9.150001,14/06/2023
20.1,very low,935.2083,476.5320213,2.0291667,19.745832,55.666668,246,14.070834,15/06/2023
20.870832,very low,951.75,476.5320213,2.0375001,17.045834,52.166668,396,14.429166,16/06/2023
16.945833,very low,818.125,476.5320213,1.9625,15.9375,44.875,164,11.666667,17/06/2023
17.104166,very low,766.9583,476.5320213,1.775,15.1875,53.166668,77,11.891666,18/06/2023
17.008333,very low,834.375,476.5320213,1.8833333,14.541667,43.791668,577,11.820834,19/06/2023
13.933333,very low,535.1667,476.5320213,1.6333333,12.2375,47.291668,541,9.729167,20/06/2023
15.733334,very low,958.7083,476.5320213,2.4041667,15.016666,37.958332,447,10.962501,21/06/2023
15.570834,very low,956.0417,476.5320213,2.5,15.170834,40,220,10.891666,22/06/2023
13.95,very low,748.5,476.5320213,1.8874999,11.591667,33.083332,359,9.758333,23/06/2023
16.954166,very low,1014.125,476.5320213,2.2166667,14.091667,34.708332,101,11.866666,24/06/2023
16.745832,very low,703.4167,476.5320213,2.1499999,18.6875,35.125,79,11.741666,25/06/2023
17.783333,very low,835.9167,476.5320213,1.65,23.762499,37.416668,708,12.470833,26/06/2023
17.716667,very low,458.875,476.5320213,2.8374999,12.595833,40.5,453,12.616666,27/06/2023
16.574999,very low,390.41666,476.5320213,3.2791665,11.849999,37.958332,345,11.775001,28/06/2023
19.7875,very low,418.16666,476.5320213,3.2875001,11.675,42.916668,214,13.916667,29/06/2023
21.470833,very low,561.7917,476.5320213,5.445833,14.099999,38.166668,320,14.8,30/06/2023
20.904167,very low,322.125,476.5320213,2.4875,9.233334,41.458332,149,14.037499,01/07/2023
14.258334,very low,315.20834,476.5320213,2.3875,8.5125,37.5,119,9.829166,02/07/2023
8.383333,very low,287,476.5320213,2.1416667,8.370833,31.458334,655,5.870833,03/07/2023
8.095834,very low,301.875,476.5320213,2.0125,8.520833,28.041666,471,5.6749997,04/07/2023
9.220834,very low,347.29166,476.5320213,2.5041666,9.349999,30.125,461,6.4583335,05/07/2023
13.308333,very low,525.2083,476.5320213,4.9458337,9.9375,31.833334,250,9.379167,06/07/2023
13.95,very low,442.25,476.5320213,3.8374999,10.087501,35.291668,405,9.866667,07/07/2023
17.991667,very low,300.875,476.5320213,2.7250001,8.270833,48.875,128,12.858334,08/07/2023
18.733334,very low,335.25,476.5320213,4.5666666,9.133333,54.666668,159,13.345833,09/07/2023
16.125,very low,411.75,476.5320213,3.7083333,13.383334,42.458332,609,11.325,10/07/2023
12.254167,very low,329.16666,476.5320213,2.3958333,9.433333,28.666666,383,8.775001,11/07/2023
13.295834,very low,658.1667,476.5320213,6.120833,14.258334,27.625,486,9.337501,12/07/2023
11.337501,very low,557.2083,476.5320213,4.7833333,11.229167,31.791666,220,7.9249997,13/07/2023
12.4375,very low,507.79166,476.5320213,3.9375,10.741666,34.416668,378,8.8875,14/07/2023
10.375,very low,422.375,476.5320213,3,9.104167,32.708332,170,7.3583336,15/07/2023
10.349999,very low,376.25,476.5320213,2.5208333,9.191667,28.958334,63,7.3333335,16/07/2023
17.8125,very low,370.70834,476.5320213,2.6333334,10.045834,47.75,704,12.337501,17/07/2023
14.908333,very low,368.41666,476.5320213,2.425,8.5625,46.625,542,10.254167,18/07/2023
17.729166,very low,361.75,476.5320213,2.7083333,10.05,44.958332,504,12.345833,19/07/2023
18.495832,very low,549,476.5320213,3.9833333,15.0125,38.083332,242,12.95,20/07/2023
17.358334,very low,367.08334,476.5320213,3.0375001,9.870833,52.875,434,12.133334,21/07/2023
16.800001,very low,371.66666,476.5320213,3.7749999,9.116667,65.916664,257,11.770833,22/07/2023
25,low,519.6667,476.5320213,5.6375003,14.849999,67.041664,112,17.508333,23/07/2023
22.741667,low,569.7917,476.5320213,4.35,13.729167,59.708332,735,15.941667,24/07/2023
21.375,low,571.5417,476.5320213,4.5875,18.4,41.625,493,15.0125,25/07/2023
10.4875,very low,381.5,476.5320213,3.4583333,9.575,33.5,491,7.4708333,26/07/2023
7.6583333,very low,264.91666,476.5320213,2.0833333,7.5291667,34.625,306,5.4125,27/07/2023
6.3125,very low,263.20834,476.5320213,2.0583334,7.245833,31.791666,56,4.366667,28/07/2023
9.308333,very low,367.75,476.5320213,3,11.349999,28.125,163,6.5125003,29/07/2023
8.683333,very low,301.625,476.5320213,2.5916667,9.4875,35.666668,52,6.066667,30/07/2023
6.2083335,very low,238.95833,476.5320213,2.0666666,7.558333,35.916668,341,4.3416667,31/07/2023
8.733334,very low,394.91666,476.5320213,2.7875001,12.266666,30.166666,69,6.0916667,01/08/2023
11.408333,very low,420.04166,476.5320213,3.2666667,13.004167,36.916668,92,7.9500003,02/08/2023
11.6125,very low,474.33334,476.5320213,3.8208332,14.395833,34.25,263,8.070833,03/08/2023
10.695834,very low,476.625,476.5320213,3.3625,13.020833,30.583334,418,7.3125,04/08/2023
11.145833,very low,405.45834,476.5320213,2.9541667,11.425,30,122,7.4208336,05/08/2023
10.141666,very low,383.125,476.5320213,2.9166667,11.395833,29.833334,103,6.7999997,06/08/2023
8.0125,very low,357.375,476.5320213,2.8833332,11.587501,29.583334,564,5.5875,07/08/2023
7.7625003,very low,370.875,476.5320213,2.8583333,12.666667,27.333334,443,5.433333,08/08/2023
10.629167,very low,538.9583,476.5320213,3.9875,14.304166,32.333332,459,7.3916664,09/08/2023
15.816667,very low,684.4583,476.5320213,6.2291665,16.520834,39.458332,289,10.854167,10/08/2023
17.541666,very low,654.7917,476.5320213,5.6458335,13.650001,38.125,433,11.791667,11/08/2023
22.908333,low,640.4583,476.5320213,5.445833,14.295834,35.125,75,15.054166,12/08/2023
27.620834,low,686.125,476.5320213,5.4833336,14.8625,32.833332,74,17.866667,13/08/2023
19.370832,very low,765.7083,476.5320213,6.308333,17.225,32.125,112,13.412499,14/08/2023
19.658333,very low,597.6667,476.5320213,4.491667,17.383333,33.083332,656,13.820834,15/08/2023
17.254168,very low,481.79166,476.5320213,3.4416666,13.529167,37.333332,492,12.170834,16/08/2023
14.704166,very low,447.75,476.5320213,3.1000001,13.483334,40.833332,309,10.483334,17/08/2023
18.358334,very low,545.1667,476.5320213,3.9833333,11.337501,39.583332,378,13.054166,18/08/2023
19.1,very low,448,476.5320213,3.2541666,10.008333,37.458332,178,13.545834,19/08/2023
25.091667,low,407.5,476.5320213,2.7833335,10.491667,44.333332,100,17.704166,20/08/2023
15.620833,very low,440.20834,476.5320213,3.5125,12.745833,39.333332,593,11.170834,21/08/2023
17.304167,very low,655.7083,476.5320213,5.7333336,17.512499,34.625,446,12.220833,22/08/2023
17.583334,very low,714.7917,476.5320213,6.6666665,18.012499,31.625,380,12.233334,23/08/2023
14.208333,very low,516.7917,476.5320213,3.7291667,12.087501,32.25,208,9.970834,24/08/2023
13.370833,very low,541,476.5320213,4.241667,10.2375,32.541668,375,9.133333,25/08/2023
9.766666,very low,438.79166,476.5320213,3.1458333,9.466666,32.958332,237,6.679167,26/08/2023
11.304166,very low,483.08334,476.5320213,4.1291666,10.129167,32.625,84,7.7333336,27/08/2023
12.829166,very low,478.91666,476.5320213,3.2583332,11.483334,32.625,630,8.954166,28/08/2023
16.220833,very low,361.66666,476.5320213,2.8958333,9.5125,52.5,395,11.458333,29/08/2023
14.033333,very low,365.58334,476.5320213,3.7833335,9.929167,55.958332,409,9.883333,30/08/2023
17.9,very low,543.7083,476.5320213,3.9624999,15.879167,44.916668,203,12.587501,31/08/2023
19.545834,very low,504.58334,476.5320213,3.2291667,13.058333,57.041668,294,13.75,01/09/2023
23.591667,low,823.5833,476.5320213,5.9125,20.583334,55.791668,73,16.5,02/09/2023
30.733332,low,806.1667,476.5320213,5.804167,21.3125,71,115,21.479166,03/09/2023
25.558334,low,506.16666,476.5320213,5.5833335,10.804166,93.333336,621,17.783333,04/09/2023
16.525,very low,458.04166,476.5320213,6.429167,11.75,63.208332,512,11.570834,05/09/2023
16.541666,very low,516.5417,476.5320213,4.991667,17.720833,33.666668,382,11.6375,06/09/2023
16.708334,very low,412.25,476.5320213,2.9833333,11.595833,45.333332,199,11.708333,07/09/2023
17.170834,very low,422.875,476.5320213,3.4583333,11.929166,50.958332,389,12.070834,08/09/2023
15.070834,very low,403.16666,476.5320213,3.2749999,9.891666,54.5,136,10.599999,09/09/2023
15.925,very low,495.95834,476.5320213,4.3083334,15.037499,37.958332,73,11.208333,10/09/2023
11.483334,very low,351.25,476.5320213,2.7458334,11.175,30.375,581,8.083333,11/09/2023
12.316667,very low,509.20834,476.5320213,3.8958333,15.558333,30.541666,346,8.645833,12/09/2023
13.416667,very low,548.2917,476.5320213,4.3541665,16.833334,30.166666,340,9.379167,13/09/2023
16.458334,very low,565.125,476.5320213,4.5583334,17.050001,39.166668,303,11.537499,14/09/2023
11.054166,very low,373.875,476.5320213,2.6000001,8.412499,61.416668,332,7.7625003,15/09/2023
15.108334,very low,572.75,476.5320213,4.7999997,15.908333,49.291668,222,10.583333,16/09/2023
15.591667,very low,457.45834,476.5320213,9.337501,13.283333,59.416668,100,10.933333,17/09/2023
11.445834,very low,370.66666,476.5320213,3.6166668,11.445834,32.208332,579,8.045834,18/09/2023
15.470833,very low,535.875,476.5320213,4.6291666,18.058332,24.708334,469,10.837501,19/09/2023
24.25,low,736.875,476.5320213,5.9791665,23.225,31.958334,417,17.025,20/09/2023
28.725,low,676.25,476.5320213,4.6124997,19.533333,38.958332,236,19.9,21/09/2023
18.979166,very low,458.33334,476.5320213,3.4291668,12.083333,57.416668,432,13.258334,22/09/2023
26.354166,low,565.9583,476.5320213,5.8541665,15.670834,68,197,18.433332,23/09/2023
24.420832,low,511.5,476.5320213,3.3916667,11.854167,66.625,174,17.083334,24/09/2023
21.5875,low,521.2083,476.5320213,3.6791668,14.079166,66.5,549,15.083333,25/09/2023
31.120834,low,821.8333,476.5320213,7.3541665,24.829168,50.666668,395,21.345833,26/09/2023
17.554167,very low,429.41666,476.5320213,4.5041666,12.474999,51.041668,303,12.175,27/09/2023
16.4375,very low,571.4167,476.5320213,8.958333,17.920834,40.958332,270,11.508334,28/09/2023
10.783333,very low,408.125,476.5320213,6.070833,13.083333,33.208332,322,7.558333,29/09/2023
11.333333,very low,418.70834,476.5320213,4.6791663,13.0125,26.791666,149,7.9249997,30/09/2023
15.370833,very low,679.8333,476.5320213,5.975,19.566668,28.541666,80,10.758334,01/10/2023
16.862501,very low,498.04166,476.5320213,3.8583333,15.462501,37.375,510,11.795834,02/10/2023
17.800001,very low,504.95834,476.5320213,3.8083334,14.470833,43.5,475,12.4375,03/10/2023
25.012499,low,743.8333,476.5320213,5.5625,22.079168,46.625,524,17.5,04/10/2023
24.574999,low,504.04166,476.5320213,6.254167,12.208333,68.541664,285,17.154167,05/10/2023
18.625,very low,474.66666,476.5320213,4.9166665,12.2,62.875,467,13.037499,06/10/2023
19.204166,very low,587.75,476.5320213,6.2291665,15.495833,55.25,144,13.429166,07/10/2023
14.016666,very low,498.58334,476.5320213,5.1749997,14.320834,40.916668,84,9.8,08/10/2023
15.008334,very low,576.125,476.5320213,8.1375,16.416666,45.291668,575,10.508333,09/10/2023
22.591667,low,778.875,476.5320213,8.708333,19.733334,62.583332,433,15.808333,10/10/2023
22.458334,low,629.25,476.5320213,5.6875,14.75,67.375,469,15.683333,11/10/2023
20.4,very low,627.4583,476.5320213,5.9583335,15.358334,70.958336,372,14.241666,12/10/2023
13.691667,very low,500.75,476.5320213,3.9583333,12.3125,57.541668,107,9.5125,13/10/2023
17.841667,very low,564.125,476.5320213,4.8958335,17.404167,43.5,134,12.4875,14/10/2023
18.983334,very low,584.5417,476.5320213,4.7375,16.333334,59.541668,151,13.283333,15/10/2023
18.375,very low,734,476.5320213,5.5208335,19.333334,62.5,699,12.875,16/10/2023
35.024998,low,1113.7084,476.5320213,9.129167,31.920832,62.5,596,24.475,17/10/2023
37.4875,moderate,1016.7083,476.5320213,5.5291667,21.862501,69.916664,459,26.15,18/10/2023
28.4125,low,681.7083,476.5320213,4.0958333,17.520834,53.791668,308,19.875,19/10/2023
29.908333,low,637.0417,476.5320213,3.8625002,13.575,71.583336,363,20.933332,20/10/2023
23.979166,low,781.9583,476.5320213,5.883333,22.470833,61.208332,169,16.783333,21/10/2023
19.716667,very low,617.625,476.5320213,4.9,13.6125,68.416664,129,13.770833,22/10/2023
34.454166,low,773.8333,476.5320213,7.429167,19.908333,67.791664,129,24.104166,23/10/2023
33.391666,low,859.625,476.5320213,6.875,23.858332,67.041664,560,23.345833,24/10/2023
26.041666,low,827.7917,476.5320213,6.8458333,24.525,57.75,384,18.154167,25/10/2023
27.991667,low,682.8333,476.5320213,4.766667,16.9375,60.333332,273,19.504168,26/10/2023
16.854166,very low,515.625,476.5320213,3.9791667,11.995833,54.666668,436,11.758334,27/10/2023
19.9125,very low,527.375,476.5320213,4.233333,13.525001,47.666668,123,13.916667,28/10/2023
21.295834,very low,556.125,476.5320213,4.2208333,14.916667,47.291668,111,14.895833,29/10/2023
9.6125,very low,403.83334,476.5320213,3.25,11.545834,42.791668,654,6.725,30/10/2023
27.679167,low,780.2917,476.5320213,5.6666665,20.241667,49.416668,451,19.358334,31/10/2023
34.529167,low,1027.4166,476.5320213,8.170833,27.979166,68.041664,427,24.070833,01/11/2023
31.9625,low,898.5,476.5320213,5.754167,20.920834,68.958336,254,22.241667,02/11/2023
24.566666,low,785.6667,476.5320213,5.045833,19.066668,51.833332,316,17.1,03/11/2023
34.729168,low,854.7917,476.5320213,5.5499997,22.108332,57,182,24.254166,04/11/2023
33.604168,low,861.5417,476.5320213,4.125,20.120832,59.583332,85,23.495834,05/11/2023
34.083332,low,992.875,476.5320213,7.6875,21.241667,62.708332,595,23.770834,06/11/2023
32.670834,low,709.8333,476.5320213,3.9958334,15.6875,75.5,409,22.791666,07/11/2023
33.795834,low,698.7083,476.5320213,4.570833,15.05,69.875,441,23.579168,08/11/2023
44.6375,moderate,1060.5416,476.5320213,8.325,32.466667,65.958336,229,31.204168,09/11/2023
44.1875,moderate,1054.0416,476.5320213,8.229167,28.104166,72.583336,424,30.8125,10/11/2023
50.2625,moderate,1192,476.5320213,11.029167,32.195835,79.916664,121,35.041668,11/11/2023
36.979168,moderate,850.9167,476.5320213,8.541667,20.745832,62.458332,100,25.754166,12/11/2023
17.008333,very low,511.33334,476.5320213,4.2916665,13.7,51.833332,600,11.7625,13/11/2023
22.558334,low,769.0833,476.5320213,6.4083333,20.816668,55.958332,404,15.579166,14/11/2023
34.704166,low,1089.4166,476.5320213,9.120833,27.475,68.291664,444,24.137499,15/11/2023
20.425001,very low,664.0417,476.5320213,5.5416665,14.4875,64,262,14.175,16/11/2023
19.6625,very low,759.1667,476.5320213,4.3333335,14.158333,42,301,13.683333,17/11/2023
27.608332,low,1040.25,476.5320213,8.170834,24.520834,58.166668,65,19.233334,18/11/2023
21.762499,low,836.1667,476.5320213,6.3333335,16.9125,54.125,97,15.179166,19/11/2023
29.666666,low,1022.2917,476.5320213,8.866667,23.133333,50.541668,578,20.433332,20/11/2023
40.558334,moderate,1078.3334,476.5320213,9.133333,29.891668,67.916664,589,28.141668,21/11/2023
48.00833,moderate,1142.3334,476.5320213,12.833333,33.416668,86.958336,457,33.395832,22/11/2023
40.066666,moderate,960.9583,476.5320213,12.125,25.233335,70.083336,405,27.620834,23/11/2023
31.6875,low,879.2917,476.5320213,7.558333,22.625,60.333332,481,21.558334,24/11/2023
28.0375,low,841.25,476.5320213,7.3583336,22.095833,57.75,121,19.125,25/11/2023
23.929167,low,598.375,476.5320213,4.829167,14.358334,55.25,61,16.491667,26/11/2023
22.845833,low,702.9167,476.5320213,5.025,17.699999,51.666668,799,15.520833,27/11/2023
28.716667,low,820.4583,476.5320213,5.3458333,21.508333,52.541668,523,19.6875,28/11/2023
39.3625,moderate,1031.5,476.5320213,8.191667,26.420832,61.041668,397,27.225,29/11/2023
40.8625,moderate,920.75,476.5320213,6.483333,19.9125,66.875,233,28.158333,30/11/2023
32.45,low,874.4583,476.5320213,6.4500003,19.666666,57.083332,403,22.475,01/12/2023
18.449999,very low,618.1667,476.5320213,5.8291664,12.908333,57.416668,115,12.770833,02/12/2023
20.795834,very low,809.9167,476.5320213,6.2000003,18.391666,54.541668,101,14.441667,03/12/2023
30.995832,low,1091.1666,476.5320213,10.008333,26.933334,54.458332,662,21.516668,04/12/2023
24.808334,low,663.0833,476.5320213,4.508333,13.083333,61.666668,98,17.104166,05/12/2023
19.941668,very low,608.9583,476.5320213,3.8791666,14.5,56.375,489,13.845833,06/12/2023
18.895834,very low,691.7917,476.5320213,6.7666664,17.8375,50.708332,249,13.175,07/12/2023
24.041666,low,1004.7083,476.5320213,7.75,24.25,39.166668,378,16.795834,08/12/2023
27.4375,low,889.2917,476.5320213,4.570833,18.362501,42.958332,176,19.0875,09/12/2023
28.199999,low,1012.7083,476.5320213,7.9083333,25.470833,31.25,131,19.670834,10/12/2023
26.333334,low,794.2917,476.5320213,5.5375,21.116667,41.5,95,18.391666,11/12/2023
35.591667,low,949.3333,476.5320213,7.445833,24.2875,67.041664,466,24.866667,12/12/2023
37.783333,moderate,907.0833,476.5320213,8.0625,23.8125,59.416668,518,28.270834,13/12/2023
34.308334,low,876.0833,476.5320213,7.4208336,23.883333,49.083332,280,24.291666,14/12/2023
35.037502,low,862.5833,476.5320213,7.4166665,25.141668,47.541668,401,22.0625,15/12/2023
31.733332,low,790.9167,476.5320213,8.5375,22.112501,69.208336,202,21.958334,16/12/2023
35.833332,low,828.5417,476.5320213,12.083333,24.879166,64.666664,113,24.691666,17/12/2023
39.837498,moderate,939.1667,476.5320213,10.595834,28.329168,67.166664,661,27.516668,18/12/2023
39.0625,moderate,1078.4584,476.5320213,12.533333,29.966667,76.583336,495,27.158333,19/12/2023
38.083332,moderate,1024.1666,476.5320213,12.683333,26.3125,75.291664,405,26.220833,20/12/2023
29.9125,low,935.5,476.5320213,10.770833,23.645834,75,318,20.833334,21/12/2023
24.641668,low,676.875,476.5320213,6.8125,13.5625,49.375,377,17.0875,22/12/2023
23.5625,low,653.8333,476.5320213,4.8958335,12.7375,50.75,129,16.066668,23/12/2023
23.800001,low,678.9583,476.5320213,5.125,14.458333,53.5,103,16.183332,24/12/2023
30.879166,low,935.7917,476.5320213,8.370833,18.5875,56.041668,781,21.245832,25/12/2023
40.054165,moderate,1084.2916,476.5320213,9.95,25.995834,75.291664,477,27.691666,26/12/2023
33.416668,low,964.2917,476.5320213,7.8875003,21.270834,68.416664,378,23.208334,27/12/2023
34.320835,low,967.1667,476.5320213,9.091666,22.941666,64.958336,314,23.854166,28/12/2023
