tempF,humidity,pm10,pm2_5,carbon_monoxide,carbon_dioxide,sulphur_dioxide,nitrogen_dioxide,ozone,count,pm2_5_val,date
67.01,82,14.733334,very low,460.08334,476.5320213,3.3458335,13.658333,36.625,256,10.270833,2024/05/28
67.73,77,19.216667,very low,544,476.5320213,3.7083333,16.449999,37.375,184,13.408333,2024/05/29
68.2,76,23.633333,low,536.4583,476.5320213,3.6125,14.945834,44.875,184,15.604167,2024/05/30
69.8,73,36.787502,low,619.875,476.5320213,4.5208335,18.045834,62.041668,148,23.016668,2024/05/31
70.34,73,14.979167,very low,366.41666,476.5320213,2.7083333,9.941667,53.791668,40,9.983334,2024/06/01
68.74,76,12.966667,very low,402.5,476.5320213,3.6166668,13.416667,33.541668,31,9.058333,2024/06/02
66.63,78,14.791667,very low,644.9583,476.5320213,5.2375,20.095835,31.333334,45,10.4375,2024/06/03
66.56,74,20.254168,very low,657.3333,476.5320213,5.5791664,17.179167,37.708332,257,14.008334,2024/06/04
66.72,77,22.929167,low,475.20834,476.5320213,3.7291667,13.962501,44,168,15.3,2024/06/05
66.81,78,13.658333,very low,432.625,476.5320213,3.3791666,12.808333,38.75,130,9.599999,2024/06/06
67.15,74,14.966667,very low,510.16666,476.5320213,3.7625,14.849999,40.833332,145,10.566667,2024/06/07
68.02,75,20.995832,very low,736.5833,476.5320213,6.6875,23.345833,47.166668,50,14.508334,2024/06/08
68,75,21.620834,very low,395.41666,476.5320213,3.2041667,9.183333,62.083332,42,13.783333,2024/06/09
68.54,76,17.795834,very low,435.375,476.5320213,4.883333,10.316667,65.583336,214,12.416667,2024/06/10
67.86,76,10.029166,very low,307.08334,476.5320213,2.5416667,9.566667,35.75,195,7.058333,2024/06/11
66.97,75,9.587501,very low,389,476.5320213,2.6583333,11.5125,39.25,168,6.7666664,2024/06/12
65.68,79,10.2375,very low,347,476.5320213,2.5833333,10.729167,34.583332,149,7.129167,2024/06/13
66.81,79,8.933333,very low,387.66666,476.5320213,2.6583333,11.258334,34.75,133,6.2374997,2024/06/14
67.14,77,21.545832,very low,833.0417,476.5320213,6.695833,25.645834,44.583332,42,14.933333,2024/06/15
68.05,74,19.770834,very low,812.2083,476.5320213,5.7208333,22.233332,41.625,52,13.845833,2024/06/16
67.82,77,16.495832,very low,595.9167,476.5320213,4.3791666,16.916666,42.125,243,11.516666,2024/06/17
67.62,74,13.695834,very low,538.4583,476.5320213,4.025,12.766666,41.25,242,9.3,2024/06/18
66.97,75,13.1875,very low,413.33334,476.5320213,3.3999999,11.629167,37.958332,143,9.283334,2024/06/19
66.56,76,11.641666,very low,490.5,476.5320213,3.7416668,13.708333,31.666666,163,8.145833,2024/06/20
68,75,16.704166,very low,488.625,476.5320213,3.3125,12.983334,40.541668,178,11.724999,2024/06/21
67.32,79,20.933332,very low,533.0417,476.5320213,3.6083333,14.5125,48,36,14.491666,2024/06/22
68.56,75,20.375,very low,455.08334,476.5320213,3.5666666,13.033333,46.708332,45,14.308333,2024/06/23
68.02,78,18.300001,very low,462.91666,476.5320213,3.8999999,14.154167,38.083332,278,12.875,2024/06/24
66.42,81,19.470833,very low,371.875,476.5320213,4.0208335,10.466666,51.708332,285,13.691667,2024/06/25
67.15,79,11.150001,very low,378.5,476.5320213,4.2083335,13.341666,32.958332,172,7.820833,2024/06/26
65.5,82,11.345833,very low,406.70834,476.5320213,3.2708333,13.920834,30,162,7.9208336,2024/06/27
66.42,77,17.270834,very low,515.5,476.5320213,4.1375003,16.925001,33.416668,143,12.170834,2024/06/28
66.25,80,12.966667,very low,368.79166,476.5320213,3.1958332,11.845833,34.541668,45,9.166667,2024/06/29
67.35,79,13.304166,very low,415.29166,476.5320213,2.9708335,12.404167,31.291666,43,9.25,2024/06/30
66.02,80,11.991666,very low,464.91666,476.5320213,4.1041665,11.958333,29.083334,198,8.224999,2024/07/01
65.84,72,17.116667,very low,615.4583,476.5320213,5.495833,16.845833,31.583334,227,11.583333,2024/07/02
66,73,12.958333,very low,338.75,476.5320213,3.0791667,11.087501,34.375,150,8.766666,2024/07/03
66.43,81,16.354166,very low,415.20834,476.5320213,4.4083333,14.258334,40.333332,166,11.420834,2024/07/04
66.27,81,18.416666,very low,420.125,476.5320213,3.7749999,12.820834,44.166668,182,12.891666,2024/07/05
66.76,78,15.029167,very low,361.875,476.5320213,3.1875,10.925,44.708332,52,10.5,2024/07/06
65.7,81,11.283333,very low,349.54166,476.5320213,3.3333333,10.9375,45.875,52,7.9208336,2024/07/07
67.01,77,11.587501,very low,332.83334,476.5320213,2.5041666,10.8875,35.875,194,8.170834,2024/07/08
67.37,76,20.979166,very low,528.9167,476.5320213,4.3458333,17.020834,36.416668,223,14.854167,2024/07/09
66.92,76,20.362501,very low,520.875,476.5320213,4.133333,15.662499,39.916668,162,14.370833,2024/07/10
68,75,16.775,very low,618.7083,476.5320213,5.875,18.112501,35.041668,172,11.712501,2024/07/11
66.56,73,16.5625,very low,692.375,476.5320213,6.7791667,20.875,30.083334,131,11.712501,2024/07/12
66.76,75,14.183333,very low,413.25,476.5320213,3.7458334,14.25,34.916668,47,9.9875,2024/07/13
67.82,76,14.833333,very low,597.5,476.5320213,5.3083334,17.108334,38.333332,49,10.454166,2024/07/14
67.14,74,18.4125,very low,569.7083,476.5320213,4.4500003,17.0375,41.291668,257,12.979167,2024/07/15
66.76,76,15.354167,very low,467.08334,476.5320213,4,14.720833,40.208332,221,10.770833,2024/07/16
68.18,77,22.591667,low,637.3333,476.5320213,7.2708335,21.254168,52.291668,157,15.820834,2024/07/17
67.01,77,17.570833,very low,508.5,476.5320213,5.116667,17.166666,38.708332,176,12.316667,2024/07/18
66.61,78,14.375,very low,507.70834,476.5320213,4.0625,15.720833,31.875,169,10.083333,2024/07/19
66.25,80,12.645833,very low,403.125,476.5320213,3.5874999,13.545834,33.5,54,8.875,2024/07/20
66.4,78,13.154167,very low,547.7083,476.5320213,4.3958335,16.845835,34.625,38,9.204166,2024/07/21
65.89,77,15.158333,very low,521.375,476.5320213,4.4791665,15.854167,35,44,10.620833,2024/07/22
65.05,78,12.654167,very low,588.5,476.5320213,4.545833,14.4375,31.416666,243,8.841666,2024/07/23
66.38,77,12.133334,very low,432.91666,476.5320213,3.3666668,13.0125,38.166668,188,8.454166,2024/07/24
66.96,78,6.9500003,very low,326.375,476.5320213,2.5833333,10.541667,34.583332,173,4.8624997,2024/07/25
66.15,81,8.704166,very low,329.75,476.5320213,2.7333333,10.491667,37,162,6.0958333,2024/07/26
64.72,84,10.05,very low,352.625,476.5320213,2.8958333,11.716667,33.041668,51,7.0416665,2024/07/27
65.89,79,9.629167,very low,338.66666,476.5320213,2.8208332,11.325,36.166668,47,6.754167,2024/07/28
65.8,80,11.354167,very low,376.41666,476.5320213,3.2124999,12.925,28.166666,45,7.9708333,2024/07/29
65.57,79,10.541667,very low,384.54166,476.5320213,3.4375,13.454166,26.833334,285,7.245833,2024/07/30
65.44,79,8.912499,very low,314.41666,476.5320213,2.4708333,9.695833,33.041668,163,6.2666664,2024/07/31
64.67,82,8.05,very low,408.16666,476.5320213,3.3166666,13.808333,22.166666,113,5.6458335,2024/08/01
63.41,83,12.029167,very low,551.2083,476.5320213,4.2374997,17.658333,24.25,155,8.408334,2024/08/02
63.73,82,14.754167,very low,485,476.5320213,3.9916668,14.133334,30.166666,72,10.379167,2024/08/03
65.17,78,15.141666,very low,424.25,476.5320213,3.1458333,12.875,36.166668,63,10.6125,2024/08/04
65.52,78,16.245832,very low,440.16666,476.5320213,3.7291667,14.441667,35.25,218,11.474999,2024/08/05
65.79,78,17.258333,very low,457.45834,476.5320213,4.4083333,15.141666,36.541668,237,12.345833,2024/08/06
65.73,79,18.199999,very low,473.83334,476.5320213,4.1875,15.587501,35.625,160,13.208333,2024/08/07
65.48,79,23.2125,low,873.0833,476.5320213,7.866667,23.025,32.375,164,16.645834,2024/08/08
65.28,77,21.695833,low,673.125,476.5320213,5.6875,16.316668,36.041668,145,15.3,2024/08/09
66.38,77,17.066668,very low,607.2083,476.5320213,5.616667,14.016666,32.041668,55,11.912499,2024/08/10
66.96,74,19.770834,very low,720.9583,476.5320213,6.491667,16.720833,29.416666,52,13.583333,2024/08/11
67.89,75,24.7125,low,609.75,476.5320213,5.6416664,20.45,31.375,40,17.487501,2024/08/12
65.89,78,16.783333,very low,572.625,476.5320213,4.9166665,19.275,30.541666,268,11.820834,2024/08/13
65.3,75,17.137499,very low,570.0417,476.5320213,4.65,17.166666,32.041668,173,12.016666,2024/08/14
66.22,77,17.85,very low,568.25,476.5320213,4.358333,15.295834,24.958334,175,12.720833,2024/08/15
67.28,77,17.4625,very low,527.2083,476.5320213,4.6583333,17.808332,29.958334,145,12.304166,2024/08/16
65.41,84,16.570833,very low,500.54166,476.5320213,4.3958335,16.520834,32.875,40,11.666667,2024/08/17
65.71,82,14.175,very low,486,476.5320213,4.25,17.012499,28.583334,57,9.920834,2024/08/18
66.24,82,19.658335,very low,625.375,476.5320213,5.5208335,19.283333,33.25,244,13.787499,2024/08/19
66.56,79,23.391668,low,679.5833,476.5320213,5.9125,22.429167,31.416666,251,16.429167,2024/08/20
65.84,76,17.625,very low,784.375,476.5320213,6.9125,26.795832,19.125,175,12.354167,2024/08/21
65.01,82,13.6125,very low,423.29166,476.5320213,3.8083334,14.05,27.833334,170,9.570833,2024/08/22
64.78,82,13.162499,very low,495.29166,476.5320213,4.1749997,14.875,21.416666,173,9.229167,2024/08/23
64.27,83,15.412499,very low,531.2083,476.5320213,4.5125003,18.204166,31.125,61,10.808333,2024/08/24
64.8,78,20.595835,very low,747.875,476.5320213,6.995833,21.800001,28.833334,62,14.429168,2024/08/25
64.29,82,20.550001,very low,679.75,476.5320213,5.875,23.258333,30.583334,243,14.516666,2024/08/26
64.99,79,21.5875,low,568.6667,476.5320213,5.554167,18.816668,39.666668,241,15.212501,2024/08/27
63.79,83,16.487501,very low,484.5,476.5320213,4.295833,15.712501,34.833332,215,11.616666,2024/08/28
64.13,79,15.75,very low,438.75,476.5320213,4.1041665,15.629167,30.125,174,11.091667,2024/08/29
64.11,82,17.258333,very low,546.4583,476.5320213,4.1458335,16.695833,35.5,180,12.045834,2024/08/30
65.46,76,18.8625,very low,587.375,476.5320213,4.920833,18.629168,39.291668,46,13.158333,2024/08/31
66.88,76,23.570833,low,653,476.5320213,5.8375,23.0625,44.666668,53,16.520834,2024/09/01
65.07,81,29.133333,low,737.7083,476.5320213,5.258333,19.008333,56.541668,187,20.387499,2024/09/02
66,77,29.4625,low,686.7917,476.5320213,5.5291667,20.058332,61.5,207,20.583334,2024/09/03
66.07,70,22.658333,low,732.2083,476.5320213,5.879167,21.029167,57.333332,199,15.825,2024/09/04
67.1,75,16.745832,very low,550.2083,476.5320213,3.9166667,16.875,37.625,145,11.724999,2024/09/05
66.99,76,18.033333,very low,581.75,476.5320213,4.733333,15.412499,38.833332,189,12.691667,2024/09/06
66.38,75,11.787499,very low,421.79166,476.5320213,3.6958332,13.587501,41.833332,57,8.220834,2024/09/07
67.44,74,11.291667,very low,479.79166,476.5320213,4.045833,14.9375,34.833332,61,7.9083333,2024/09/08
67.12,77,12.070832,very low,468.25,476.5320213,3.9375,15.179166,29.25,221,8.462501,2024/09/09
65.23,79,7.625,very low,388.625,476.5320213,3.0833333,13.079166,21.958334,240,5.3375,2024/09/10
64.54,79,10.212501,very low,403.91666,476.5320213,3.5541668,14.070834,25.208334,172,7.1625,2024/09/11
63.43,78,14.970833,very low,527.8333,476.5320213,4.554167,18.550001,32.125,199,10.416667,2024/09/12
63.59,83,19.029167,very low,713.4583,476.5320213,5.9625,19.504168,33.791668,192,13.0625,2024/09/13
64.98,76,24.620834,low,714.5417,476.5320213,4.9874997,21.995834,35.125,49,17.15,2024/09/14
66,74,24.975,low,749.5833,476.5320213,5.5875,19.387499,37.833332,38,17.429167,2024/09/15
65.52,73,26.762499,low,760.125,476.5320213,4.5333333,20.070833,42.458332,184,18.408333,2024/09/16
66.45,75,27.195833,low,786.6667,476.5320213,5.8416667,22.991667,53,273,19.025,2024/09/17
67.05,74,32.0125,low,891.625,476.5320213,6.9249997,26.099998,65.708336,163,22.316666,2024/09/18
65.08,76,29.954168,low,861.2917,476.5320213,6.808333,26.495834,59.25,168,20.783333,2024/09/19
67.89,69,38.854168,moderate,974.375,476.5320213,8.3,28.570833,69.083336,208,27.016668,2024/09/20
66.45,75,24.512499,low,540.625,476.5320213,4.3708334,13.645833,60.5,59,17.0375,2024/09/21
66.27,77,22.237501,low,575.7083,476.5320213,5.2791667,15.129167,65.75,57,15.554166,2024/09/22
66.22,78,18.820833,very low,648.8333,476.5320213,6.0208335,21.466667,35.958332,208,13.175,2024/09/23
64.27,76,16.425001,very low,470.58334,476.5320213,4.2625003,14.287499,40.041668,232,11.491666,2024/09/24
63.79,82,16.429167,very low,511.54166,476.5320213,4.7458334,16.604166,22.875,209,11.495833,2024/09/25
63.09,75,16.716665,very low,455.04166,476.5320213,4.7374997,16.566668,41.041668,204,11.745833,2024/09/26
63.79,79,34.508335,low,1030.3334,476.5320213,7.866667,33.3125,43.916668,177,24.141668,2024/09/27
64.87,79,36.379166,moderate,951.75,476.5320213,7.0375,30.925001,47.25,69,25.491667,2024/09/28
66.13,76,31.908333,low,800.5833,476.5320213,5.4708333,22.375,42.541668,54,22.4,2024/09/29
66.97,77,24.716667,low,700.25,476.5320213,5.75,21.5375,27.916666,208,17.395834,2024/09/30
67.21,79,17.754168,very low,491.625,476.5320213,5.7958336,14.570834,46.291668,246,12.5,2024/10/01
65.37,79,17.108334,very low,502.25,476.5320213,8.904166,15.241666,56.125,219,12,2024/10/02
64.78,81,11.783333,very low,440.16666,476.5320213,7.9375,12.754167,53.083332,190,8.254167,2024/10/03
64.09,85,19.745832,very low,767.6667,476.5320213,8.4375,23.425001,45.416668,219,13.816667,2024/10/04
63.41,84,26.591667,low,788.8333,476.5320213,8.520833,26.475,59.208332,63,18.566668,2024/10/05
64.47,75,39.079166,moderate,764.5,476.5320213,11.75,21.966667,89.416664,72,27.233332,2024/10/06
65.01,69,45.158337,moderate,763.875,476.5320213,8.966666,17.4375,82.708336,279,31.416666,2024/10/07
64.69,71,38.520832,moderate,1044.2084,476.5320213,11.8875,30.695833,65.458336,270,26.908333,2024/10/08
64.35,75,37.416668,moderate,758.9167,476.5320213,8.724999,19.9625,88.041664,261,26.058334,2024/10/09
64.81,71,35.358334,low,769.875,476.5320213,6.8958335,19.116667,81.041664,208,24.641668,2024/10/10
63.75,78,31.4625,low,691.1667,476.5320213,5.241667,16.716667,69.958336,225,21.866667,2024/10/11
63.64,76,50.704166,moderate,1041.9584,476.5320213,9.8625,27.958334,75.041664,83,35.254166,2024/10/12
64.71,73,42.712498,moderate,852.7083,476.5320213,9.220834,19.879168,77.833336,89,29.5375,2024/10/13
63.84,78,28.104166,low,708.4167,476.5320213,5.5499997,17.958334,57.666668,83,19.545834,2024/10/14
64.06,77,33.733334,low,821.625,476.5320213,4.866667,18.933332,64.375,305,23.508333,2024/10/15
64.53,76,29.195833,low,532.7083,476.5320213,4.0333333,9.9375,76.791664,237,20.266666,2024/10/16
64.8,76,30.358332,low,982.9167,476.5320213,8.479167,28.733332,53.916668,199,21.204166,2024/10/17
64.92,73,30.091667,low,918.9167,476.5320213,7.129167,27.112501,63.666668,221,21.0375,2024/10/18
65.39,72,36.429165,moderate,931.9167,476.5320213,6.745833,24.449999,78.625,74,25.441666,2024/10/19
64.54,77,19.541666,very low,604.3333,476.5320213,5.4833336,17.183332,52.666668,62,13.633334,2024/10/20
63.52,78,23.925001,low,659.5417,476.5320213,5.758333,20.233334,51.375,241,16.566668,2024/10/21
62.69,80,18.762499,very low,600.5833,476.5320213,4.9958334,16.945833,53.583332,336,13.058333,2024/10/22
63.5,78,28.979166,low,948.2083,476.5320213,9.537499,28.949999,62.125,84,20.045834,2024/10/23
62.73,73,35.654167,low,1032.125,476.5320213,10.304167,30.9,64.875,213,24.708334,2024/10/24
63.66,77,26.395834,low,892.1667,476.5320213,6.125,23.65,53.25,177,18.387499,2024/10/25
64.56,72,22.616667,low,1833.5,530.125,6.0125003,19.745832,40.25,77,15.5625,2024/10/26
66.02,71,19.316668,very low,1861.625,522.8333,3.8,14.933333,47.625,44,13.454166,2024/10/27
66.18,72,22.15,low,935.875,501.66666,6.1375003,21.949999,54.625,251,15.404167,2024/10/28
64.96,78,28.283333,low,1974,512.8333,7.2333336,23.791666,45.875,311,19.695833,2024/10/29
64.56,74,37.308334,moderate,2200.0833,522.3333,7.9874997,26.279167,74,226,26.033333,2024/10/30
62.78,76,34.45,low,2344.125,539.4583,9.400001,29.895834,55.416668,169,23.995834,2024/10/31
63.82,62,33.866665,low,1869.4166,512.7917,7.2291665,28.862501,58.291668,195,23.508333,2024/11/01
64.44,65,27.362501,low,1638.7916,499.33334,5.8291664,15.316667,67.458336,53,19.070833,2024/11/02
62.55,75,33.008335,low,1451.125,492.54166,9.979167,27.154167,72.75,56,22.9625,2024/11/03
62.58,73,27.800001,low,1549.2916,500.58334,9.145833,28.770834,63,211,19.233334,2024/11/04
60.1,72,22.295832,low,1095.125,483.91666,4.3458333,14.741668,53.875,289,15.466667,2024/11/05
61.25,81,14.654167,very low,853.4167,464.625,4.875,15.229167,50.666668,192,10.191667,2024/11/06
60.26,84,22.25,low,956.1667,466.45834,8.866667,13.537499,54.375,168,15.3125,2024/11/07
56.52,81,25.345833,low,929.25,472.54166,4.641667,13.445834,40.833332,219,17.570833,2024/11/08
56.16,85,31.679167,low,1715.125,504,4.320833,14.529167,50.208332,56,21.725,2024/11/09
58.6,78,36.791668,moderate,1981.4584,516.2083,7.616667,26.9375,58.166668,59,25.379166,2024/11/10
60.91,70,36.195835,moderate,1843.6666,511.125,8.675,27.608332,71.416664,223,25.1625,2024/11/11
60.42,62,35.479168,moderate,1866.5834,505.45834,13.670834,38.495834,74.541664,258,30.362501,2024/11/12
61.52,68,29.574999,moderate,1807.3334,496.375,11.1375,32.720833,84.416664,216,29.458334,2024/11/13
61.86,71,23.9375,low,1696.5,495.625,11.662499,31.637499,62.583332,193,23.879166,2024/11/14
62.89,76,18.699999,low,1333.5834,483.83334,10.820834,34.7375,57.125,200,18.370832,2024/11/15
61.3,78,22.3125,low,1352.5834,481.04166,11.191667,33.375,71.125,59,22.054167,2024/11/16
61.81,76,22.129166,low,1468.3334,468.125,11.608334,32.991665,76.541664,62,22.012499,2024/11/17
61.79,83,21.345833,low,1222.4166,480.54166,8.691667,25.016668,65.875,225,21.183332,2024/11/18
59.59,70,26.6,moderate,1236.4166,482.66666,12.020833,34.020832,73.416664,310,26.420832,2024/11/19
58.69,75,26.625,moderate,1561.875,493.25,13.391666,35.245834,72.125,195,26.479166,2024/11/20
59.14,70,27.345833,moderate,1455.4584,492.75,13,32.754166,81.541664,207,27.233332,2024/11/21
58.98,70,26.175001,moderate,1334.9584,481.20834,10.545834,26.824999,84.875,207,26.095833,2024/11/22
57.79,72,22.4625,low,1435.2084,487.29166,10.483334,23.875,79.916664,67,22.366667,2024/11/23
58.44,78,35.0625,moderate,1362.6666,490,18.9,41.25,83.416664,62,34.820835,2024/11/24
58.66,74,30.2125,moderate,1485.7084,490.04166,16.454166,37.100002,88.333336,270,29.987501,2024/11/25
59.07,77,33.429165,moderate,1246.9166,478.58334,16.3375,37.133335,75.083336,376,33.037502,2024/11/26
60.33,78,25.449999,moderate,1298.5834,483.83334,14.245833,32.837498,73.583336,214,25.108332,2024/11/27
59.45,78,20.970833,low,1042.25,477.29166,12.912499,31.545832,70.791664,181,20.895834,2024/11/28
57.09,80,31.445833,moderate,1150.1666,486.08334,8.645833,23.904167,65.75,166,31.345833,2024/11/29
56.82,73,27.391668,moderate,1480.8334,489.41666,10.5,30.666666,64.916664,59,27.295832,2024/11/30
58.73,75,30.545832,moderate,1566.5416,487,13.733334,39.779167,81.666664,61,30.133333,2024/12/01
59.56,77,32.058334,moderate,1683.75,492.41666,18.166666,40.208332,85.125,202,31.791666,2024/12/02
60.53,80,28.254166,moderate,1585.625,489.95834,16.945833,43.704166,84,279,28.137499,2024/12/03
61.38,79,35.0125,moderate,1572.4584,490.16666,21.658333,47.983334,97.5,211,34.899998,2024/12/04
62.35,80,27.675001,moderate,1047.7084,478.125,11.2625,33.358334,55.75,65,27.5375,2024/12/05
61.47,77,20.304167,low,1052.6666,472.16666,8.741667,27.329168,55,200,20.145834,2024/12/06
59.45,83,31.816666,moderate,1165.6666,480.79166,14.808333,32.795834,74.833336,65,31.554167,2024/12/07
60.24,79,33.575,moderate,1605.3334,498.25,20.333334,36.25,82.25,66,33.162502,2024/12/08
62.15,77,36.9875,moderate,1408.625,494.45834,12.9875,36.395832,68.333336,247,36.75,2024/12/09
60.91,76,28.6875,moderate,1381.5416,501.33334,12.7625,37.458332,72,73,28.579168,2024/12/10
59.63,82,28.137499,moderate,1357.7084,490.20834,12.229167,33.7375,77.416664,214,28.016668,2024/12/11
60.01,78,26.445833,moderate,1213.4584,488.625,12.208333,31.445833,91.041664,212,26.258333,2024/12/12
57.49,70,25.495834,moderate,1296.75,487.20834,15.7625,34.270832,80.208336,193,25.441666,2024/12/13
58.6,81,20.854166,low,1211.8334,478.95834,13.075,18.341667,74.375,56,20.829166,2024/12/14
60.62,82,16.458334,low,927.7917,470.25,9.470834,14.6875,52.25,39,16.429167,2024/12/15
58.08,77,23.525,low,1074.4166,476.08334,9.675,25.233332,50.583332,235,23.487501,2024/12/16
56.53,77,25.391668,moderate,1115.75,476.625,11.854167,31.9125,69.916664,346,25.366667,2024/12/17
56.57,80,26.358332,moderate,1456.5,480.5,17.995832,32.241665,82.083336,187,26.358332,2024/12/18
56.62,79,33.995834,moderate,1472.25,485.875,20.275,35.920834,82.958336,183,33.954166,2024/12/19
56.05,84,34.675,moderate,1320.125,477.41666,20.308332,33.5625,88.208336,122,34.616665,2024/12/20
55.89,78,34.495834,moderate,1515.1666,483.41666,18.708334,30.9,92,57,34.404167,2024/12/21
53.8,82,41.508335,high,1694.75,483.75,18.137499,33.587498,88.666664,51,41.337498,2024/12/22
52.5,77,39.412502,high,1371.8334,483.45834,16.125,35.25,87,320,39.208332,2024/12/23
52.38,78,35.720833,moderate,1383.7084,486,13.933333,36.9875,83.208336,367,35.391666,2024/12/24
52.07,74,28.25,moderate,1513.2084,484.125,12.925,31.379166,89.166664,215,27.854166,2024/12/25
53.22,71,30.808334,moderate,1444.9584,482.625,15.416667,37.166668,91.75,193,30.204168,2024/12/26
52.68,60,20.420834,low,1446.875,479.29166,12.529167,31.479166,84.458336,210,20.3125,2024/12/27
53.04,73,19.541666,low,1213.5416,474.375,10.554167,27.941666,70,74,19.5,2024/12/28
54.14,76,30.175001,moderate,1396.3334,480.08334,16.670834,35.316666,84.375,59,30.170832,2024/12/29
56.48,73,33.475,moderate,1286.5,478.25,23.120834,40.820835,99.083336,68,33.475,2024/12/30
56.68,80,33.483334,moderate,1364.4166,486.25,23.295832,35.179165,95.541664,68,33.429165,2024/12/31
56.44,79,31.9625,moderate,1485.6666,484.625,20.166666,37.679165,97.583336,49,31.366667,2025/01/01
55.62,72,38.475002,moderate,1344.3334,486.08334,23.025,43.295834,100.625,176,37.166668,2025/01/02
55.94,68,30.754166,moderate,1483.2916,483.29166,12.320834,32.5,83.791664,166,29.133333,2025/01/03
52.68,65,30.254166,moderate,1299.9166,477.625,18.916666,40.054165,92.625,58,30.025,2025/01/04
52.93,60,37.162502,moderate,1353.7084,482.75,16.820833,37.616665,87.958336,69,36.679165,2025/01/05
50.49,69,34.670834,moderate,1535.7084,481.45834,15.320834,38.4375,96.291664,219,34.304165,2025/01/06
51.8,70,35.7375,moderate,1583.4166,482.25,22.283333,37.725002,104.375,298,35.475002,2025/01/07
49.62,57,36.254166,moderate,1481.3334,478.66666,16.775,35.375,79.25,233,36.029167,2025/01/08
49.78,62,39.774998,high,1338.1666,481.41666,18.229166,36.345833,105.25,199,39.337498,2025/01/09
54.61,64,34.383335,moderate,1185.6666,470.875,18.245832,31.729166,99.541664,172,32.766666,2025/01/10
54.66,67,25.050001,low,1192.125,480.125,11.208333,20.800001,81.083336,57,24.6875,2025/01/11
50.54,63,21.429167,low,858.0833,464.79166,8.875,24.050001,70.416664,54,21.254168,2025/01/12
46.94,68,26.979166,moderate,1385.2084,471.375,13.070834,32.704166,89.083336,255,26.829168,2025/01/13
46.98,60,29.104166,moderate,1415.0834,472.08334,18.720833,36.983334,98.583336,274,29.008333,2025/01/14
47.64,53,20.054167,low,1098.375,460.625,9.875,23.904167,87.958336,187,20.008333,2025/01/15
48.33,51,17.416666,low,1135.6666,463.54166,10.775001,23.0625,75.25,181,17.395834,2025/01/16
50.68,57,32.608334,moderate,1457.7084,472.08334,18.979166,42.133335,87.208336,149,32.595833,2025/01/17
52.9,61,34.591667,moderate,1464.1666,473.66666,23.104166,38.600002,122.333336,83,34.570835,2025/01/18
53.56,58,32.575,moderate,1530,475.45834,28.15,34.1625,123.416664,78,32.566666,2025/01/19
52.65,58,30.254166,moderate,1688.2084,476.91666,16.6875,28.137499,103.916664,254,30.245832,2025/01/20
52.83,45,24.2875,low,1731.6666,476.95834,12.183333,24.625,86.958336,315,24.245834,2025/01/21
51.4,37,32.1375,moderate,1695.1666,483.91666,12.979167,28.691666,91.416664,240,32.033333,2025/01/22
52.14,41,35.029167,moderate,1563.375,485.875,13.679168,30.529167,94.125,201,34.958332,2025/01/23
53.02,40,29.245834,moderate,1652.3334,490.375,15.795834,42.566666,83.875,197,29.216667,2025/01/24
52.88,43,24.995834,low,1564.9166,484.66666,11.8125,35.175,84.416664,68,24.604166,2025/01/25
53.73,41,28.870832,moderate,1730.5,481.125,16.370832,26.204168,124.75,72,28.741667,2025/01/26
54.72,44,40.016666,high,862.2083,478.95834,9.462501,21.470833,48.208332,214,39.833332,2025/01/27
52.3,75,38.3875,high,1677.7084,484.70834,17.229166,26.941666,87,308,38.037502,2025/01/28
53.78,62,35.179165,moderate,1746.9584,483.75,14.212501,23.258333,94.125,178,34.733334,2025/01/29
53.76,58,27.170832,moderate,1679.8334,480.375,7.758333,20.191668,79.416664,175,26.695833,2025/01/30
53.67,68,24.300001,low,1364.0834,486.83334,11.025001,33.325,68.375,137,23.675001,2025/01/31
54.23,46,23.5,low,1244.25,477.33334,11.629167,36.625,72.916664,65,22.970833,2025/02/01
54.3,38,26.291666,moderate,1480.125,481.91666,11.795834,36.633335,75.416664,103,25.941666,2025/02/02
55.49,35,30.762499,moderate,1456.2084,481.66666,13.220833,38.179165,109.791664,426,30.533333,2025/02/03
57.07,38,27.1875,moderate,1144.7084,480.5,8.720834,15.070834,99.75,268,27.070833,2025/02/04
55.45,51,36.083332,moderate,1471.375,485.5,9.599999,27.504166,75.291664,265,35.729168,2025/02/05
54.59,63,33.629166,moderate,1500.4584,488.75,11.583333,34.570835,81.208336,187,32.9875,2025/02/06
57.43,46,33.595833,moderate,1458.6666,482.375,10.116667,25.933334,98.5,179,33.145832,2025/02/07
57.72,52,40.379166,high,1367.7084,481.79166,10.358334,19.0375,102.166664,86,40.0625,2025/02/08
58.62,62,24.141668,low,1199.8334,477.54166,7.616667,15.491666,91.208336,63,24.029167,2025/02/09
59.97,55,25.841667,moderate,1720.9166,482.58334,7.3291664,19.375,86.166664,376,25.695833,2025/02/10
58.05,54,26.829168,moderate,1625.2084,484.83334,7.9833336,22.154167,77.166664,279,26.691666,2025/02/11
56.95,52,25.779167,moderate,1516.4166,487.125,11.279167,35.587498,72.875,94,25.679167,2025/02/12
57.22,34,26.941666,moderate,1331,482.91666,12.083333,35.820835,77.291664,246,26.358332,2025/02/13
54.01,33,29.025,moderate,1377.625,480.66666,10.8125,33.787502,78.666664,188,27.816666,2025/02/14
