"AGE_Y,lat,long,tempF,humidity,pm10,pm2_5,carbon_monoxide,carbon_dioxide,sulphur_dioxide,nitrogen_dioxide,ozone,count,Index,pm2_5_val,date"
"70.79583333333333,18.997505809128633,98.92912780082987,69.04,63.0,38.533333,moderate,552.4167,476.53202125,3.2124999000000005,5.045833,92.208336,241.0,120.0,26.737501,2023-05-01"
"71.2057761732852,19.00950649819495,98.90486353790614,68.27,65.0,33.091667,low,520.25,476.53202125,2.5,6.2125,73.125,277.0,121.0,22.862501,2023-05-02"
"70.65652173913044,18.807143722943724,98.88736796536797,68.43,63.0,41.149998,moderate,475.3333400000001,476.53202125,3.2375,5.8916664,64.083336,231.0,122.0,28.358332,2023-05-03"
"73.15584415584415,18.832684415584417,98.85272337662337,68.36,61.0,34.058334,low,434.4583400000001,476.53202125,2.7625,4.875,62.458332,77.0,123.0,23.433334,2023-05-04"
"68.0,18.790853623188404,98.82576376811595,69.28,55.0,30.558333999999995,low,432.58334,476.53202125,2.5583334,4.9249997,60.166668,69.0,124.0,20.845833,2023-05-05"
"68.94339622641509,19.084071698113206,98.96642075471698,70.79,50.0,21.170834,very low,380.5,476.53202125,2.3208334,5.233333,51.291668,53.0,125.0,14.458333,2023-05-06"
"70.28205128205128,19.110697435897436,98.8557,72.99,49.0,25.870834,low,390.5,476.53202125,2.7583332,5.4874997,48.625,39.0,126.0,17.791666,2023-05-07"
"71.32113821138212,18.99720325203252,98.9792325203252,72.68,53.0,31.820833,low,385.58334,476.53202125,2.1833334,3.8791666,80.25,246.0,127.0,21.945833,2023-05-08"
"70.61010830324909,18.856113357400723,98.85870324909747,68.63,72.0,31.758333000000004,low,412.25,476.53202125,2.7291667,4.9625,70.916664,277.0,128.0,21.8125,2023-05-09"
"72.13333333333334,18.82206923076923,98.89226205128205,66.47,71.0,24.645834,low,371.875,476.53202125,2.1499999,4.4958334,67.416664,195.0,129.0,16.929167,2023-05-10"
"73.96899224806202,18.94463076923077,98.94668076923077,66.72,70.0,24.866667,low,820.9167,476.53202125,1.9083333,18.020834,63.541668,130.0,130.0,17.324999,2023-05-11"
"70.29299363057325,18.86275159235669,98.86044840764332,66.24,77.0,20.85,very low,670.0,476.53202125,1.3666667,11.358334,81.125,157.0,131.0,14.554166,2023-05-12"
"71.5625,18.725464583333334,98.81019166666668,64.85,79.0,12.304166,very low,454.41666000000004,476.53202125,1.6958333,11.229166999999999,41.791668,48.0,132.0,8.558333,2023-05-13"
"67.39655172413794,18.78079310344828,98.82411379310345,64.53,79.0,16.391666,very low,367.08334,476.53202125,1.0416666,8.183333,52.833332,58.0,133.0,10.962501,2023-05-14"
"70.98190045248869,19.05310633484163,98.97220271493214,64.8,69.0,21.891668,low,981.75,476.53202125,1.9916667,19.795834,57.208332,221.0,134.0,15.141666,2023-05-15"
"70.075,18.98667035714286,98.90938392857143,65.5,69.0,29.441665999999998,low,1114.9584,476.53202125,2.5166667,20.237501,66.291664,280.0,135.0,19.7875,2023-05-16"
"70.73214285714286,18.846798214285716,98.84138928571429,65.68,68.0,33.791668,low,1314.6666,476.53202125,3.0083332,25.5625,68.666664,56.0,136.0,22.758333,2023-05-17"
"69.58490566037736,18.894153459119497,98.91855220125787,66.02,66.0,35.258335,low,1167.1666,476.53202125,2.8708334,23.154167,64.958336,159.0,137.0,23.641668,2023-05-18"
"71.26573426573427,18.896667132867133,98.8577055944056,66.81,65.0,35.204166,low,1173.4166,476.53202125,3.1375,22.291666,66.041664,143.0,138.0,23.779167,2023-05-19"
"70.7872340425532,18.891565957446808,98.86903829787234,67.03,66.0,27.845832999999995,low,957.2917,476.53202125,2.2708333,20.358334,64.333336,47.0,139.0,18.433332,2023-05-20"
"65.60975609756098,18.828217073170734,98.84788536585366,67.44,67.0,32.162502,low,955.2083,476.53202125,2.1583333,19.341667,64.25,41.0,140.0,21.420832,2023-05-21"
"70.95348837209302,19.093746538461538,98.95181538461537,69.08,64.0,26.262499,low,534.9583,476.53202125,1.2666667,10.279166,74.625,260.0,141.0,17.616667,2023-05-22"
"70.9140625,19.023850390625,98.91670781250001,68.94,67.0,29.970833,low,604.5417,476.53202125,1.5916667,12.133334,69.708336,256.0,142.0,20.466667,2023-05-23"
"70.592,18.67744801587302,98.76625912698414,66.27,76.0,27.591667,low,730.125,476.53202125,1.9666667,16.208334,62.833332,252.0,143.0,18.820833,2023-05-24"
"71.92913385826772,18.888022047244096,98.92903937007874,61.83,86.0,31.141665,low,704.1667,476.53202125,2.0958333,15.25,72.583336,127.0,144.0,20.883333,2023-05-25"
"70.76344086021506,19.074751612903228,98.93165537634408,68.18,67.0,24.895834,low,614.5,476.53202125,1.4125,13.75,61.75,186.0,145.0,16.675001,2023-05-26"
"72.81632653061224,18.879708,98.908934,69.17,62.0,28.779167,low,712.0417,476.53202125,1.6125001,16.116667,63.041668,50.0,146.0,19.449999,2023-05-27"
"70.58181818181818,18.82514,98.86617454545456,69.33,62.0,31.395834,low,734.8333,476.53202125,2.4125001,15.804166,79.125,55.0,147.0,21.383333,2023-05-28"
"69.88412017167381,18.951518454935623,98.92996995708155,67.08,73.0,47.379166,moderate,1096.1666,476.53202125,4.9375,22.045832,86.291664,233.0,148.0,32.745834,2023-05-29"
"71.4225352112676,19.010044014084507,98.91653028169014,68.0,68.0,32.225002,low,920.2917,476.53202125,4.6666665,17.933332,92.75,284.0,149.0,22.304167,2023-05-30"
"71.11398963730569,18.742549740932642,98.89217305699482,66.87,74.0,21.454168000000003,very low,587.8333,476.53202125,1.6999999000000001,10.875,73.0,193.0,150.0,14.8625,2023-05-31"
"69.69047619047619,19.033103571428573,98.94489047619048,67.39,76.0,16.329166,very low,606.4167,476.53202125,1.5041666,13.291666999999999,65.875,84.0,151.0,11.391666,2023-06-01"
"70.08125,18.9692025,98.849540625,67.93,71.0,19.579166,very low,833.9167,476.53202125,1.7416667000000001,14.8,61.583332,160.0,152.0,13.625,2023-06-02"
"70.65116279069767,18.922879069767443,98.94108372093022,67.82,68.0,22.85,low,1010.125,476.53202125,1.8833333000000003,14.716667000000001,54.208332,43.0,153.0,15.770833,2023-06-03"
